0,0.71914307868195,
1,0.3564376645289171,
2,0.24230681179607427,
3,0.1445283820353308,
4,0.12425736580943486,
5,0.12233122532065256,
6,0.09851355954446914,
7,0.10502097995077976,
8,0.0900203566987634,
9,0.08081373742766956,
10,0.09450653930700899,
11,0.07691787076536265,
12,0.07857331617126896,
13,0.07715989704818253,
14,0.06648079807064827,
15,0.06764760151046034,
16,0.06366423750948308,
17,0.05988299142246081,
18,0.057739073055547804,
19,0.05428425096041791,
20,0.05307733664286822,
21,0.04962572614104105,
22,0.04568630330022984,
23,0.04223821219856204,
24,0.04006530467909874,
25,0.037580243705389094,
26,0.03540098397133768,
27,0.035619792585379825,
28,0.0341597693574511,
29,0.03329666679963628,
30,0.03021257208289385,
31,0.03209290170063131,
32,0.030008329629545503,
33,0.028608664502663157,
34,0.026941535985903486,
35,0.026073054549138296,
36,0.02533415902101057,
37,0.025334281738165636,
38,0.02438205339282401,
39,0.024014944257339226,
40,0.022251522915793513,
41,0.022798547943671043,
42,0.021724181842666807,
43,0.02181629724958241,
44,0.022046750681980018,
45,0.02222247838598466,
46,0.024190293252984628,
47,0.019924989582491875,
48,0.022605436826889386,
49,0.0208561315143188,
50,0.020444989365599287,
51,0.020057481428474022,
52,0.018464955739522018,
