feature,shap_importance
NOX,0.32740297267118335
LSTAT,0.30889799733267925
DIS,0.29617290100568666
RM,0.22650992230735123
PTRATIO,0.16295913177600801
RAD,0.1557846884230493
TAX,0.10259957246490542
CHAS,0.07699786164730116
ZN,0.055630042148481364
B,0.04413916970144416
AGE,0.03123607282632433
CRIM,0.02085439236313302
INDUS,9.970932773204973e-05
